facility,data,carrier,volume
ARENA,30/06/2026,J&T Fast,1016
ARENA,30/06/2026,J&T Slow,6041
ARENA,30/06/2026,Jad,465
ARENA,30/06/2026,Loggi,870
BRBA01,30/06/2026,J&T Nodos,1498
BRBA02,30/06/2026,J&T Nodos,20
BRBA02,30/06/2026,PAC,52
BRBA02,30/06/2026,Sedex,2
BRPE01,30/06/2026,PAC,28
BRRC01,30/06/2026,PAC,12
BRRC02,30/06/2026,PAC,63
BRSC02,30/06/2026,PAC,4
BRSC02,30/06/2026,Sedex,4
BRSP02,30/06/2026,J&T Fast,2128
BRSP02,30/06/2026,J&T Slow,277
BRSP02,30/06/2026,PAC,196
BRSP02,30/06/2026,Sedex,22
BRSP04,30/06/2026,J&T Fast,1652
BRSP04,30/06/2026,J&T Slow,2
BRSP04,30/06/2026,PAC,23
BRSP14,30/06/2026,J&T Fast,764
BRSP14,30/06/2026,J&T Slow,29117
BRSP14,30/06/2026,PAC,6
BRSP19,30/06/2026,Sedex,26
BRSP25,30/06/2026,PAC,9
BRSP25,30/06/2026,Sedex,33
BRSP26,30/06/2026,PAC,3
BRSP26,30/06/2026,Sedex,3
BRXGO1,30/06/2026,J&T Nodos,18544
BRXSP10,30/06/2026,J&T Fast,1769
BRXSP10,30/06/2026,J&T Nodos,781
BRXSP10,30/06/2026,J&T Slow,34058
BRXSP10,30/06/2026,Loggi,896
BRXSP5,30/06/2026,J&T Fast,547
BRXSP5,30/06/2026,J&T Slow,398
BRXSP9,30/06/2026,Carvalima,5003
BRXSP9,30/06/2026,Dominalog,747
BRXSP9,30/06/2026,Imile Fast,3123
BRXSP9,30/06/2026,Imile Slow,3734
BRXSP9,30/06/2026,J&T Fast,5211
BRXSP9,30/06/2026,J&T Nodos,7497
BRXSP9,30/06/2026,J&T Slow,49129
BRXSP9,30/06/2026,Jad,3077
BRXSP9,30/06/2026,Loggi,4950
CAMPINAS,30/06/2026,J&T Fast,676
CAMPINAS,30/06/2026,J&T Slow,15533
CAMPINAS,30/06/2026,Jad,571
CAMPINAS,30/06/2026,Loggi,323
EGO19,30/06/2026,Loggi,1
EMR5,30/06/2026,J&T Fast,1
EPE2,30/06/2026,J&T Slow,1
EPI1,30/06/2026,Imile Slow,1
ERJ5,30/06/2026,J&T Slow,1
ERS13,30/06/2026,Loggi,1
SGO3,30/06/2026,J&T Slow,1
SPI1,30/06/2026,J&T Slow,1
SPR3,30/06/2026,J&T Slow,1
SSP20,30/06/2026,J&T Slow,1
XMG1,30/06/2026,J&T Fast,685
XMG1,30/06/2026,J&T Slow,10298
XSP4,30/06/2026,J&T Slow,83
XSP4,30/06/2026,Jad,144
XSP4,30/06/2026,Loggi,133
1586561331,01/07/2026,Loggi,1
ARENA,01/07/2026,J&T Fast,1064
ARENA,01/07/2026,J&T Slow,9307
ARENA,01/07/2026,Jad,637
ARENA,01/07/2026,Loggi,835
BRBA01,01/07/2026,J&T Nodos,2137
BRBA02,01/07/2026,J&T Nodos,22
BRBA02,01/07/2026,PAC,169
BRBA02,01/07/2026,Sedex,11
BRRC01,01/07/2026,PAC,46
BRRC02,01/07/2026,PAC,51
BRRC03,01/07/2026,PAC,10
BRRJ02,01/07/2026,PAC,8
BRRJ02,01/07/2026,Sedex,6
BRSC02,01/07/2026,PAC,1
BRSC02,01/07/2026,Sedex,11
BRSP02,01/07/2026,J&T Fast,1938
BRSP02,01/07/2026,J&T Slow,1797
BRSP02,01/07/2026,PAC,245
BRSP02,01/07/2026,Sedex,15
BRSP04,01/07/2026,J&T Fast,1331
BRSP04,01/07/2026,J&T Slow,8847
BRSP04,01/07/2026,PAC,32
BRSP06,01/07/2026,PAC,40
BRSP06,01/07/2026,Sedex,8
BRSP10,01/07/2026,PAC,1
BRSP10,01/07/2026,Sedex,10
BRSP14,01/07/2026,J&T Fast,620
BRSP14,01/07/2026,J&T Slow,46153
BRSP14,01/07/2026,PAC,7
BRSP15,01/07/2026,PAC,12
BRSP15,01/07/2026,Sedex,2
BRSP19,01/07/2026,PAC,4
BRSP19,01/07/2026,Sedex,18
BRXGO1,01/07/2026,J&T Nodos,5122
BRXSP10,01/07/2026,J&T Fast,1277
BRXSP10,01/07/2026,J&T Nodos,19
BRXSP10,01/07/2026,J&T Slow,8873
BRXSP10,01/07/2026,Loggi,734
BRXSP5,01/07/2026,J&T Fast,693
BRXSP5,01/07/2026,J&T Nodos,3
BRXSP5,01/07/2026,J&T Slow,581
BRXSP9,01/07/2026,Carvalima,4071
BRXSP9,01/07/2026,Dominalog,975
BRXSP9,01/07/2026,Imile Fast,4004
BRXSP9,01/07/2026,Imile Slow,5403
BRXSP9,01/07/2026,J&T Fast,7128
BRXSP9,01/07/2026,J&T Nodos,7068
BRXSP9,01/07/2026,J&T Slow,56094
BRXSP9,01/07/2026,Jad,2668
BRXSP9,01/07/2026,Loggi,3941
CAMPINAS,01/07/2026,J&T Fast,496
CAMPINAS,01/07/2026,J&T Nodos,65
CAMPINAS,01/07/2026,J&T Slow,2429
CAMPINAS,01/07/2026,Jad,234
CAMPINAS,01/07/2026,Loggi,233
EGO20,01/07/2026,J&T Fast,1
EMN3,01/07/2026,Imile Fast,1
EPI3,01/07/2026,J&T Slow,1
ERD1,01/07/2026,Imile Slow,1
SMG1,01/07/2026,J&T Slow,1
SMG10,01/07/2026,J&T Slow,1
SRJ9,01/07/2026,J&T Slow,1
SSP12,01/07/2026,Loggi,1
SSP20,01/07/2026,Dominalog,1
SSP29,01/07/2026,J&T Slow,1
SSP3,01/07/2026,J&T Slow,1
SSP40,01/07/2026,J&T Slow,1
SSP45,01/07/2026,J&T Slow,1
XMG1,01/07/2026,J&T Fast,868
XMG1,01/07/2026,J&T Slow,1918
XSP4,01/07/2026,J&T Slow,2115
XSP4,01/07/2026,Jad,249
XSP4,01/07/2026,Loggi,198
ARENA,02/07/2026,J&T Fast,812
ARENA,02/07/2026,J&T Nodos,184
ARENA,02/07/2026,J&T Slow,41983
ARENA,02/07/2026,Jad,452
ARENA,02/07/2026,Loggi,764
BRBA01,02/07/2026,J&T Nodos,1231
BRBA01,02/07/2026,PAC,1
BRBA02,02/07/2026,J&T Nodos,13
BRBA02,02/07/2026,PAC,90
BRBA02,02/07/2026,Sedex,46
BRPE01,02/07/2026,PAC,31
BRPE01,02/07/2026,Sedex,7
BRPR01,02/07/2026,PAC,216
BRPR01,02/07/2026,Sedex,152
BRRC01,02/07/2026,PAC,83
BRRC02,02/07/2026,PAC,19
BRRJ02,02/07/2026,PAC,1
BRRJ02,02/07/2026,Sedex,2
BRSC02,02/07/2026,PAC,23
BRSC02,02/07/2026,Sedex,12
BRSP02,02/07/2026,J&T Fast,1426
BRSP02,02/07/2026,J&T Nodos,177
BRSP02,02/07/2026,J&T Slow,10614
BRSP02,02/07/2026,PAC,398
BRSP02,02/07/2026,Sedex,17
BRSP04,02/07/2026,J&T Fast,1036
BRSP04,02/07/2026,J&T Slow,25557
BRSP04,02/07/2026,PAC,31
BRSP14,02/07/2026,J&T Fast,526
BRSP14,02/07/2026,J&T Slow,26517
BRSP14,02/07/2026,PAC,33
BRSP15,02/07/2026,PAC,2
BRSP15,02/07/2026,Sedex,1
BRSP19,02/07/2026,PAC,103
BRSP19,02/07/2026,Sedex,1
BRSP25,02/07/2026,PAC,47
BRSP25,02/07/2026,Sedex,2
BRSP26,02/07/2026,PAC,7
BRSP26,02/07/2026,Sedex,4
BRXGO1,02/07/2026,J&T Nodos,5499
BRXSP10,02/07/2026,J&T Fast,955
BRXSP10,02/07/2026,J&T Nodos,119
BRXSP10,02/07/2026,J&T Slow,26516
BRXSP10,02/07/2026,Loggi,648
BRXSP5,02/07/2026,J&T Fast,436
BRXSP5,02/07/2026,J&T Nodos,8
BRXSP5,02/07/2026,J&T Slow,5836
BRXSP9,02/07/2026,Carvalima,3259
BRXSP9,02/07/2026,Dominalog,916
BRXSP9,02/07/2026,Imile Fast,3989
BRXSP9,02/07/2026,Imile Slow,5621
BRXSP9,02/07/2026,J&T Fast,4668
BRXSP9,02/07/2026,J&T Nodos,5697
BRXSP9,02/07/2026,J&T Slow,68604
BRXSP9,02/07/2026,Jad,2528
BRXSP9,02/07/2026,Loggi,3366
CAMPINAS,02/07/2026,J&T Fast,302
CAMPINAS,02/07/2026,J&T Nodos,8
CAMPINAS,02/07/2026,J&T Slow,8273
CAMPINAS,02/07/2026,Jad,301
CAMPINAS,02/07/2026,Loggi,174
EAM3,02/07/2026,Imile Slow,1
EMG13,02/07/2026,Jad,1
ERD1,02/07/2026,Imile Slow,1
ERD1,02/07/2026,J&T Slow,1
ERS13,02/07/2026,Jad,1
ERS3,02/07/2026,Jad,1
SRJ10,02/07/2026,Loggi,1
SSP12,02/07/2026,Loggi,1
SSP36,02/07/2026,Loggi,1
SSP5,02/07/2026,J&T Slow,1
XMG1,02/07/2026,J&T Fast,679
XMG1,02/07/2026,J&T Slow,12339
XSP4,02/07/2026,J&T Slow,17584
XSP4,02/07/2026,Jad,226
XSP4,02/07/2026,Loggi,123
849817033_25374,03/07/2026,J&T Nodos,1
ARENA,03/07/2026,J&T Fast,745
ARENA,03/07/2026,J&T Nodos,861
ARENA,03/07/2026,J&T Slow,52967
ARENA,03/07/2026,Jad,423
ARENA,03/07/2026,Loggi,737
BRBA01,03/07/2026,J&T Nodos,756
BRBA01,03/07/2026,PAC,24
BRBA01,03/07/2026,Sedex,2
BRBA02,03/07/2026,J&T Nodos,14
BRBA02,03/07/2026,PAC,100
BRBA02,03/07/2026,Sedex,52
BRDF01,03/07/2026,PAC,28
BRES01,03/07/2026,PAC,1
BRMG01,03/07/2026,PAC,105
BRMG01,03/07/2026,Sedex,3
BRMG02,03/07/2026,PAC,126
BRMG02,03/07/2026,Sedex,1
BRRC01,03/07/2026,PAC,14
BRRC02,03/07/2026,PAC,210
BRRJ02,03/07/2026,PAC,13
BRRJ02,03/07/2026,Sedex,5
BRRS01,03/07/2026,PAC,5
BRSC02,03/07/2026,PAC,151
BRSC02,03/07/2026,Sedex,34
BRSP02,03/07/2026,J&T Fast,1595
BRSP02,03/07/2026,J&T Slow,5217
BRSP02,03/07/2026,PAC,1147
BRSP02,03/07/2026,Sedex,21
BRSP04,03/07/2026,J&T Fast,1127
BRSP04,03/07/2026,J&T Slow,10212
BRSP04,03/07/2026,PAC,17
BRSP06,03/07/2026,PAC,166
BRSP06,03/07/2026,Sedex,5
BRSP10,03/07/2026,PAC,1
BRSP10,03/07/2026,Sedex,23
BRSP11,03/07/2026,PAC,95
BRSP11,03/07/2026,Sedex,43
BRSP14,03/07/2026,J&T Fast,455
BRSP14,03/07/2026,J&T Slow,21844
BRSP14,03/07/2026,PAC,33
BRSP15,03/07/2026,PAC,7
BRSP15,03/07/2026,Sedex,1
BRSP18,03/07/2026,PAC,88
BRSP18,03/07/2026,Sedex,58
BRSP19,03/07/2026,PAC,39
BRSP24,03/07/2026,PAC,18
BRSP24,03/07/2026,Sedex,3
BRXGO1,03/07/2026,J&T Nodos,10228
BRXSP10,03/07/2026,J&T Fast,804
BRXSP10,03/07/2026,J&T Nodos,879
BRXSP10,03/07/2026,J&T Slow,27948
BRXSP10,03/07/2026,Loggi,515
BRXSP5,03/07/2026,J&T Fast,422
BRXSP5,03/07/2026,J&T Nodos,130
BRXSP5,03/07/2026,J&T Slow,13100
BRXSP9,03/07/2026,Carvalima,3332
BRXSP9,03/07/2026,Dominalog,1048
BRXSP9,03/07/2026,Imile Fast,3984
BRXSP9,03/07/2026,Imile Slow,6619
BRXSP9,03/07/2026,J&T Fast,4342
BRXSP9,03/07/2026,J&T Nodos,5632
BRXSP9,03/07/2026,J&T Slow,70654
BRXSP9,03/07/2026,Jad,2077
BRXSP9,03/07/2026,Loggi,3415
CAMPINAS,03/07/2026,J&T Fast,289
CAMPINAS,03/07/2026,J&T Nodos,47
CAMPINAS,03/07/2026,J&T Slow,18771
CAMPINAS,03/07/2026,Jad,239
CAMPINAS,03/07/2026,Loggi,195
EPE1,03/07/2026,J&T Slow,1
ERD2,03/07/2026,J&T Slow,1
SMG15,03/07/2026,J&T Slow,1
SRJ9,03/07/2026,J&T Slow,1
SSP12,03/07/2026,Loggi,1
XMG1,03/07/2026,J&T Fast,725
XMG1,03/07/2026,J&T Slow,19899
XSP4,03/07/2026,J&T Slow,9221
XSP4,03/07/2026,Jad,181
XSP4,03/07/2026,Loggi,103
ARENA,04/07/2026,J&T Fast,634
ARENA,04/07/2026,J&T Nodos,1262
ARENA,04/07/2026,J&T Slow,48652
ARENA,04/07/2026,Jad,328
ARENA,04/07/2026,Loggi,594
BRBA01,04/07/2026,J&T Nodos,2190
BRBA02,04/07/2026,J&T Nodos,8
BRRJ02,04/07/2026,PAC,21
BRRJ02,04/07/2026,Sedex,4
BRSP02,04/07/2026,J&T Fast,659
BRSP02,04/07/2026,J&T Slow,11730
BRSP02,04/07/2026,Sedex,12
BRSP04,04/07/2026,J&T Fast,505
BRSP04,04/07/2026,J&T Slow,11534
BRSP14,04/07/2026,J&T Fast,293
BRSP14,04/07/2026,J&T Slow,9523
BRSP19,04/07/2026,PAC,12
BRSP19,04/07/2026,Sedex,11
BRXGO1,04/07/2026,J&T Nodos,12201
BRXSP10,04/07/2026,J&T Fast,848
BRXSP10,04/07/2026,J&T Nodos,1252
BRXSP10,04/07/2026,J&T Slow,36112
BRXSP10,04/07/2026,Loggi,510
BRXSP5,04/07/2026,J&T Fast,334
BRXSP5,04/07/2026,J&T Nodos,187
BRXSP5,04/07/2026,J&T Slow,22975
BRXSP9,04/07/2026,Carvalima,3031
BRXSP9,04/07/2026,Dominalog,716
BRXSP9,04/07/2026,Imile Fast,4127
BRXSP9,04/07/2026,Imile Slow,4551
BRXSP9,04/07/2026,J&T Fast,4248
BRXSP9,04/07/2026,J&T Nodos,6493
BRXSP9,04/07/2026,J&T Slow,61371
BRXSP9,04/07/2026,Jad,1497
BRXSP9,04/07/2026,Loggi,2552
CAMPINAS,04/07/2026,J&T Fast,250
CAMPINAS,04/07/2026,J&T Nodos,19
CAMPINAS,04/07/2026,J&T Slow,11603
CAMPINAS,04/07/2026,Jad,190
CAMPINAS,04/07/2026,Loggi,164
EBA20,04/07/2026,Dominalog,1
ERD3,04/07/2026,J&T Slow,1
ERS3,04/07/2026,Loggi,1
SBA6,04/07/2026,J&T Slow,1
SPE1,04/07/2026,J&T Slow,1
SRD1,04/07/2026,J&T Slow,1
SRS9,04/07/2026,J&T Slow,1
SSP20,04/07/2026,Loggi,1
SSP7,04/07/2026,J&T Slow,1
XMG1,04/07/2026,J&T Fast,616
XMG1,04/07/2026,J&T Slow,21704
XSP4,04/07/2026,J&T Slow,5598
XSP4,04/07/2026,Jad,135
XSP4,04/07/2026,Loggi,100
BRRJ02,05/07/2026,PAC,26
BRRJ02,05/07/2026,Sedex,2
BRXSP9,05/07/2026,J&T Slow,1
EBA20,05/07/2026,Loggi,1
EPI7,05/07/2026,J&T Slow,1
SES2,05/07/2026,J&T Slow,1
SGO1,05/07/2026,Jad,1
ARENA,06/07/2026,J&T Nodos,2616
BRBA01,06/07/2026,J&T Nodos,344
BRBA01,06/07/2026,PAC,25
BRBA01,06/07/2026,Sedex,2
BRBA02,06/07/2026,PAC,106
BRBA02,06/07/2026,Sedex,72
BRMG03,06/07/2026,PAC,14
BRRC01,06/07/2026,PAC,42
BRRC01,06/07/2026,Sedex,1
BRRC02,06/07/2026,PAC,85
BRRC03,06/07/2026,PAC,88
BRSC02,06/07/2026,PAC,80
BRSC02,06/07/2026,Sedex,34
BRSP02,06/07/2026,J&T Fast,2741
BRSP02,06/07/2026,J&T Slow,3083
BRSP02,06/07/2026,PAC,905
BRSP02,06/07/2026,Sedex,94
BRSP04,06/07/2026,J&T Fast,2435
BRSP04,06/07/2026,J&T Slow,636
BRSP04,06/07/2026,PAC,51
BRSP04,06/07/2026,Sedex,1
BRSP06,06/07/2026,PAC,18
BRSP06,06/07/2026,Sedex,1
BRSP10,06/07/2026,PAC,2
BRSP10,06/07/2026,Sedex,18
BRSP14,06/07/2026,J&T Fast,1021
BRSP14,06/07/2026,J&T Slow,8865
BRSP14,06/07/2026,PAC,21
BRSP15,06/07/2026,PAC,57
BRSP15,06/07/2026,Sedex,2
BRSP30,06/07/2026,PAC,1
BRSP30,06/07/2026,Sedex,1
BRXSP10,06/07/2026,J&T Nodos,2022
BRXSP5,06/07/2026,J&T Nodos,159
BRXSP9,06/07/2026,Carvalima,3904
BRXSP9,06/07/2026,Dominalog,728
BRXSP9,06/07/2026,Imile Fast,2922
BRXSP9,06/07/2026,Imile Slow,4568
BRXSP9,06/07/2026,J&T Fast,6583
BRXSP9,06/07/2026,J&T Nodos,13500
BRXSP9,06/07/2026,J&T Slow,134283
BRXSP9,06/07/2026,Jad,2328
BRXSP9,06/07/2026,Loggi,3319
CAMPINAS,06/07/2026,J&T Nodos,28
EBA2,06/07/2026,J&T Slow,1
SRS9,06/07/2026,J&T Slow,2
SSP34,06/07/2026,J&T Slow,1
XMG1,06/07/2026,J&T Slow,799
XSP4,06/07/2026,J&T Slow,4700
849817033_233574595,07/07/2026,Loggi,1
ARENA,07/07/2026,J&T Fast,1078
ARENA,07/07/2026,J&T Slow,7924
ARENA,07/07/2026,Jad,501
ARENA,07/07/2026,Loggi,865
BRBA01,07/07/2026,J&T Nodos,525
BRBA02,07/07/2026,J&T Nodos,2
BRMG03,07/07/2026,PAC,18
BRPE01,07/07/2026,PAC,169
BRPE01,07/07/2026,Sedex,4
BRRC01,07/07/2026,PAC,52
BRRC01,07/07/2026,Sedex,3
BRRC02,07/07/2026,PAC,206
BRSC02,07/07/2026,PAC,1
BRSP02,07/07/2026,J&T Fast,2858
BRSP02,07/07/2026,J&T Slow,10804
BRSP02,07/07/2026,PAC,412
BRSP02,07/07/2026,Sedex,14
BRSP04,07/07/2026,J&T Fast,2130
BRSP04,07/07/2026,J&T Slow,576
BRSP04,07/07/2026,PAC,16
BRSP14,07/07/2026,J&T Fast,918
BRSP14,07/07/2026,J&T Slow,34815
BRSP14,07/07/2026,PAC,11
BRSP14,07/07/2026,Sedex,1
BRSP15,07/07/2026,PAC,1
BRSP19,07/07/2026,PAC,16
BRSP25,07/07/2026,PAC,150
BRSP25,07/07/2026,Sedex,3
BRSP26,07/07/2026,PAC,105
BRXGO1,07/07/2026,J&T Nodos,14169
BRXSP10,07/07/2026,J&T Fast,1713
BRXSP10,07/07/2026,J&T Nodos,588
BRXSP10,07/07/2026,J&T Slow,37778
BRXSP10,07/07/2026,Loggi,632
BRXSP5,07/07/2026,J&T Fast,558
BRXSP5,07/07/2026,J&T Slow,537
BRXSP9,07/07/2026,Carvalima,5081
BRXSP9,07/07/2026,Dominalog,1057
BRXSP9,07/07/2026,Imile Fast,5170
BRXSP9,07/07/2026,Imile Slow,4352
BRXSP9,07/07/2026,J&T Fast,4908
BRXSP9,07/07/2026,J&T Nodos,9300
BRXSP9,07/07/2026,J&T Slow,50213
BRXSP9,07/07/2026,Jad,1956
BRXSP9,07/07/2026,Loggi,2779
CAMPINAS,07/07/2026,J&T Fast,531
CAMPINAS,07/07/2026,J&T Slow,14036
CAMPINAS,07/07/2026,Jad,388
CAMPINAS,07/07/2026,Loggi,239
EBA8,07/07/2026,J&T Slow,1
EMG35,07/07/2026,J&T Slow,1
EPE2,07/07/2026,J&T Slow,1
EPI3,07/07/2026,Imile Slow,1
ERS10,07/07/2026,J&T Slow,1
ESP8,07/07/2026,J&T Slow,1
SBA2,07/07/2026,J&T Slow,1
SMG10,07/07/2026,J&T Slow,1
SRJ10,07/07/2026,J&T Slow,1
SRJ13,07/07/2026,J&T Slow,1
SSC1,07/07/2026,J&T Slow,1
SSP20,07/07/2026,Loggi,1
XMG1,07/07/2026,J&T Fast,1372
XMG1,07/07/2026,J&T Slow,14382
XSP4,07/07/2026,J&T Slow,1513
XSP4,07/07/2026,Jad,127
XSP4,07/07/2026,Loggi,141
849817033_184980,08/07/2026,Loggi,1
ARENA,08/07/2026,J&T Fast,1451
ARENA,08/07/2026,J&T Nodos,3
ARENA,08/07/2026,J&T Slow,33060
ARENA,08/07/2026,Jad,641
ARENA,08/07/2026,Loggi,885
BRBA01,08/07/2026,J&T Nodos,587
BRBA01,08/07/2026,PAC,10
BRBA02,08/07/2026,J&T Nodos,2
BRBA02,08/07/2026,PAC,150
BRBA02,08/07/2026,Sedex,85
BRRC01,08/07/2026,PAC,6
BRRC02,08/07/2026,PAC,185
BRRC03,08/07/2026,PAC,8
BRRJ02,08/07/2026,PAC,44
BRRJ02,08/07/2026,Sedex,2
BRSC02,08/07/2026,PAC,58
BRSC02,08/07/2026,Sedex,8
BRSP02,08/07/2026,J&T Fast,2335
BRSP02,08/07/2026,J&T Slow,5565
BRSP02,08/07/2026,PAC,615
BRSP02,08/07/2026,Sedex,30
BRSP04,08/07/2026,J&T Fast,1532
BRSP04,08/07/2026,J&T Nodos,93
BRSP04,08/07/2026,J&T Slow,21197
BRSP04,08/07/2026,PAC,76
BRSP06,08/07/2026,PAC,109
BRSP06,08/07/2026,Sedex,4
BRSP10,08/07/2026,PAC,118
BRSP14,08/07/2026,J&T Fast,909
BRSP14,08/07/2026,J&T Slow,37815
BRSP14,08/07/2026,PAC,112
BRSP15,08/07/2026,PAC,7
BRSP19,08/07/2026,PAC,125
BRSP19,08/07/2026,Sedex,3
BRXGO1,08/07/2026,J&T Nodos,3345
BRXSP10,08/07/2026,J&T Fast,1656
BRXSP10,08/07/2026,J&T Nodos,45
BRXSP10,08/07/2026,J&T Slow,18638
BRXSP10,08/07/2026,Loggi,751
BRXSP5,08/07/2026,J&T Fast,606
BRXSP5,08/07/2026,J&T Nodos,2
BRXSP5,08/07/2026,J&T Slow,7317
BRXSP9,08/07/2026,Carvalima,4795
BRXSP9,08/07/2026,Dominalog,1079
BRXSP9,08/07/2026,Imile Fast,4320
BRXSP9,08/07/2026,Imile Slow,6676
BRXSP9,08/07/2026,J&T Fast,6895
BRXSP9,08/07/2026,J&T Nodos,7014
BRXSP9,08/07/2026,J&T Slow,47332
BRXSP9,08/07/2026,Jad,1661
BRXSP9,08/07/2026,Loggi,1804
CAMPINAS,08/07/2026,J&T Fast,420
CAMPINAS,08/07/2026,J&T Nodos,25
CAMPINAS,08/07/2026,J&T Slow,6264
CAMPINAS,08/07/2026,Jad,257
CAMPINAS,08/07/2026,Loggi,197
EGO17,08/07/2026,J&T Slow,1
ESP12,08/07/2026,Loggi,1
SC_ZS,08/07/2026,J&T Slow,1
SMG14,08/07/2026,J&T Slow,1
SMG3,08/07/2026,J&T Slow,1
SMN1,08/07/2026,J&T Slow,1
SMR1,08/07/2026,J&T Slow,1
SPA1,08/07/2026,Imile Slow,1
SPR3,08/07/2026,J&T Slow,1
SRS9,08/07/2026,J&T Slow,1
SSP29,08/07/2026,J&T Slow,1
SSP36,08/07/2026,J&T Slow,1
SSP48,08/07/2026,J&T Slow,1
XMG1,08/07/2026,J&T Fast,1185
XMG1,08/07/2026,J&T Slow,3515
XSP4,08/07/2026,J&T Slow,13371
XSP4,08/07/2026,Jad,268
XSP4,08/07/2026,Loggi,132
1246929878,09/07/2026,Carvalima,1
ARENA,09/07/2026,J&T Fast,860
ARENA,09/07/2026,J&T Nodos,283
ARENA,09/07/2026,J&T Slow,61100
ARENA,09/07/2026,Jad,594
ARENA,09/07/2026,Loggi,833
BRBA01,09/07/2026,J&T Nodos,919
BRBA01,09/07/2026,PAC,13
BRBA02,09/07/2026,J&T Nodos,1
BRBA02,09/07/2026,PAC,56
BRBA02,09/07/2026,Sedex,26
BRMG03,09/07/2026,PAC,3
BRPE01,09/07/2026,PAC,92
BRPE01,09/07/2026,Sedex,1
BRPR01,09/07/2026,PAC,1331
BRPR01,09/07/2026,Sedex,247
BRRC01,09/07/2026,PAC,5
BRRC02,09/07/2026,PAC,159
BRRJ02,09/07/2026,PAC,42
BRRJ02,09/07/2026,Sedex,2
BRSC02,09/07/2026,PAC,94
BRSC02,09/07/2026,Sedex,5
BRSP02,09/07/2026,J&T Fast,1706
BRSP02,09/07/2026,J&T Slow,17859
BRSP02,09/07/2026,PAC,213
BRSP04,09/07/2026,J&T Fast,1169
BRSP04,09/07/2026,J&T Slow,14866
BRSP04,09/07/2026,PAC,10
BRSP14,09/07/2026,J&T Fast,644
BRSP14,09/07/2026,J&T Slow,33015
BRSP14,09/07/2026,PAC,10
BRSP15,09/07/2026,PAC,40
BRSP19,09/07/2026,PAC,8
BRSP19,09/07/2026,Sedex,2
BRSP25,09/07/2026,PAC,30
BRSP25,09/07/2026,Sedex,1
BRSP26,09/07/2026,PAC,50
BRXGO1,09/07/2026,J&T Nodos,3539
BRXSP10,09/07/2026,J&T Fast,1371
BRXSP10,09/07/2026,J&T Nodos,1209
BRXSP10,09/07/2026,J&T Slow,39884
BRXSP10,09/07/2026,Loggi,607
BRXSP5,09/07/2026,J&T Fast,551
BRXSP5,09/07/2026,J&T Nodos,40
BRXSP5,09/07/2026,J&T Slow,26577
BRXSP9,09/07/2026,Carvalima,3925
BRXSP9,09/07/2026,Dominalog,1167
BRXSP9,09/07/2026,Imile Fast,8062
BRXSP9,09/07/2026,Imile Slow,8512
BRXSP9,09/07/2026,J&T Fast,5584
BRXSP9,09/07/2026,J&T Nodos,4977
BRXSP9,09/07/2026,J&T Slow,71828
BRXSP9,09/07/2026,Jad,2997
BRXSP9,09/07/2026,Loggi,4670
CAMPINAS,09/07/2026,J&T Fast,541
CAMPINAS,09/07/2026,J&T Nodos,208
CAMPINAS,09/07/2026,J&T Slow,15660
CAMPINAS,09/07/2026,Jad,329
CAMPINAS,09/07/2026,Loggi,204
EBA21,09/07/2026,J&T Nodos,1
ECE1,09/07/2026,J&T Slow,1
EMN3,09/07/2026,Imile Fast,1
EPA4,09/07/2026,J&T Slow,1
SCE1,09/07/2026,J&T Slow,1
SPA1,09/07/2026,J&T Fast,1
SRS9,09/07/2026,J&T Slow,1
SSP12,09/07/2026,Loggi,2
SSP31,09/07/2026,J&T Slow,1
SSP38,09/07/2026,J&T Slow,1
SSP9,09/07/2026,J&T Slow,1
XMG1,09/07/2026,J&T Fast,914
XMG1,09/07/2026,J&T Slow,14312
XSP4,09/07/2026,J&T Slow,12225
XSP4,09/07/2026,Jad,234
XSP4,09/07/2026,Loggi,157
1410971906,10/07/2026,J&T Nodos,1
849817033_2282420,10/07/2026,J&T Nodos,1
ARENA,10/07/2026,J&T Fast,24
ARENA,10/07/2026,J&T Nodos,1195
ARENA,10/07/2026,J&T Slow,329
ARENA,10/07/2026,Jad,2
ARENA,10/07/2026,Loggi,58
BRBA01,10/07/2026,J&T Nodos,454
BRBA01,10/07/2026,PAC,16
BRBA02,10/07/2026,PAC,124
BRDF01,10/07/2026,PAC,53
BRES01,10/07/2026,PAC,17
BRMG01,10/07/2026,PAC,94
BRMG01,10/07/2026,Sedex,2
BRMG02,10/07/2026,PAC,97
BRRC01,10/07/2026,PAC,38
BRRC02,10/07/2026,PAC,164
BRRC02,10/07/2026,Sedex,1
BRRC03,10/07/2026,PAC,64
BRRJ02,10/07/2026,PAC,53
BRRS01,10/07/2026,PAC,9
BRSC02,10/07/2026,PAC,48
BRSP02,10/07/2026,J&T Fast,1497
BRSP02,10/07/2026,J&T Slow,4164
BRSP02,10/07/2026,PAC,219
BRSP04,10/07/2026,J&T Fast,1002
BRSP04,10/07/2026,J&T Slow,9272
BRSP04,10/07/2026,PAC,22
BRSP06,10/07/2026,PAC,38
BRSP10,10/07/2026,PAC,23
BRSP10,10/07/2026,Sedex,16
BRSP11,10/07/2026,PAC,140
BRSP11,10/07/2026,Sedex,57
BRSP14,10/07/2026,J&T Fast,552
BRSP14,10/07/2026,J&T Slow,24434
BRSP14,10/07/2026,PAC,8
BRSP15,10/07/2026,PAC,6
